"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","feature","no_nas","color"
898.0,898.0,897.185302734,896.235168457,895.401733398,894.53125,893.510437012,892.615722656,891.575439453,890.753723145,889.932373047,889.012268066,888.298400879,887.7109375,886.907470703,886.160644531,885.359741211,884.392944336,883.547729492,882.542053223,881.629455566,880.729125977,879.829101562,878.970275879,878.129394531,877.234008789,876.562988281,875.793579102,874.924865723,874.047302246,873.263916016,872.505310059,871.882202148,871.136474609,870.319335938,869.794799805,868.954162598,868.003112793,867.244506836,866.319030762,865.479125977,864.806030273,863.881469727,862.970092773,862.275512695,861.346069336,860.643737793,859.84173584,858.990722656,858.285095215,857.545288086,856.701293945,856.106018066,855.303100586,854.310302734,853.622314453,852.792297363,851.8515625,850.842773438,849.856018066,848.896972656,848.09576416,847.246948242,846.401000977,845.613830566,844.651062012,843.859069824,843.119018555,856.77722168,978.869934082,978.119628906,977.27911377,976.780883789,975.889770508,975.000854492,974.059570312,973.037902832,972.091125488,971.135620117,970.163513184,969.294067383,968.429931641,967.370788574,966.562744141,965.555603027,964.497802734,963.847412109,963.069763184,962.23248291,961.71270752,960.867004395,959.840454102,959.000549316,957.96875,956.977661133,956.093811035,955.121887207,954.10760498,953.192626953,952.184692383,951.274108887,"bush1","102","#97D938"
215.0,215.0,214.615905762,214.052932739,213.646499634,213.11138916,212.505157471,212.005767822,211.317382812,210.953536987,210.544998169,210.051742554,209.766281128,209.466690063,209.128738403,208.797622681,208.342483521,207.785964966,207.291381836,206.778442383,206.245040894,205.775680542,205.192611694,204.795257568,204.335617065,203.862670898,203.523025513,203.148406982,202.773681641,202.250839233,201.929016113,201.538040161,201.305862427,201.023681641,200.655395508,200.377090454,199.992965698,199.471008301,199.113357544,198.645706177,198.145141602,197.865753174,197.278518677,196.939056396,196.709259033,196.136627197,195.83392334,195.344924927,194.882019043,194.555740356,194.151123047,193.761901855,193.636703491,193.207565308,192.751052856,192.354293823,191.936935425,191.41394043,190.910705566,190.258453369,189.749923706,189.486022949,189.080459595,188.687850952,188.191467285,187.644195557,187.292297363,187.003967285,186.69921875,186.501739502,186.258148193,185.9400177,185.872421265,185.467102051,185.04598999,184.653381348,184.099533081,183.652801514,183.161346436,182.720489502,182.289123535,181.943161011,181.359939575,180.994338989,180.469985962,179.969924927,179.759155273,179.482925415,179.131729126,179.042266846,178.69418335,178.103805542,177.794540405,177.180938721,176.692016602,176.291229248,175.835250854,175.2368927,174.864837646,174.318618774,173.842636108,"tree5","102","#DAF7A6"
287.0,287.0,286.706970215,286.230743408,285.940734863,285.586639404,285.07699585,284.75894165,284.235473633,283.977264404,283.784484863,283.415557861,283.265625,283.157073975,282.941711426,282.784515381,282.591400146,282.132202148,281.844116211,281.407073975,280.999420166,280.652923584,280.211608887,279.87197876,279.625244141,279.230316162,279.059906006,278.882476807,278.658477783,278.349761963,278.168884277,277.969421387,277.880187988,277.773406982,277.51184082,277.397216797,277.140716553,276.832580566,276.654907227,276.282104492,275.975982666,275.836761475,275.43182373,275.160705566,275.073608398,274.72253418,274.550018311,274.301239014,274.037689209,273.886932373,273.67276001,273.355102539,273.29196167,273.048309326,272.629547119,272.422912598,272.080383301,271.788146973,271.378234863,270.944702148,270.622497559,270.49822998,270.238464355,269.948638916,269.764709473,269.361785889,269.130523682,268.954193115,268.74331665,268.598754883,268.430267334,268.146881104,268.129974365,267.837341309,267.48739624,267.017059326,266.582458496,266.074462891,265.645446777,265.163879395,264.795928955,264.384094238,263.827697754,263.468536377,263.000793457,262.46307373,262.197875977,261.948547363,261.586242676,261.496398926,261.142547607,260.676971436,260.282653809,259.747558594,259.28314209,258.979705811,258.660339355,258.265441895,257.962036133,257.652832031,257.313781738,"tower","102","#B7B282"
442.0,442.0,441.415771484,440.789855957,440.172546387,439.743774414,438.959960938,438.359802246,437.656402588,437.056945801,436.541870117,436.04119873,435.620178223,435.222137451,434.81048584,434.353881836,433.935302734,433.20401001,432.679382324,432.028625488,431.413269043,430.871459961,430.256408691,429.722900391,429.184875488,428.643707275,428.1824646,427.808624268,427.285644531,426.773101807,426.341033936,425.903778076,425.683135986,425.25869751,424.808776855,424.429077148,423.982818604,423.327392578,422.957824707,422.358612061,421.874359131,421.461730957,420.881347656,420.304260254,419.967071533,419.409606934,419.036956787,418.627502441,418.07131958,417.67980957,417.218383789,416.646881104,416.459411621,415.96572876,415.315948486,414.91229248,414.338684082,413.813537598,413.184143066,412.575317383,411.944671631,411.516815186,411.08416748,410.569396973,410.028259277,409.401062012,408.937835693,408.600830078,408.156463623,407.834991455,407.509399414,407.060241699,406.870849609,406.3828125,405.832458496,405.231689453,404.672973633,404.056610107,403.537475586,402.925018311,402.377349854,401.93548584,401.26953125,400.808197021,400.159729004,399.582305908,399.219421387,398.904785156,398.401672363,398.127563477,397.752655029,396.985076904,396.602020264,395.923431396,395.289886475,394.771118164,394.218414307,393.606292725,393.121063232,392.421905518,391.921264648,"tree3","102","#1C511C"
936.0,936.0,935.049499512,934.043334961,933.123474121,932.116271973,931.014099121,930.020263672,928.931152344,927.995361328,927.034606934,926.039245605,925.189880371,924.44708252,923.621459961,922.807312012,921.936096191,930.35333252,929.306884766,928.172668457,927.150756836,926.079345703,925.031738281,924.016784668,923.012878418,921.924682617,921.070556641,920.135009766,919.102416992,918.06628418,917.193969727,916.236450195,915.603027344,914.749206543,913.753723145,912.955505371,911.983337402,910.916687012,909.979492188,908.87298584,907.834594727,906.921020508,905.745483398,904.751464844,903.964538574,902.852966309,901.961181641,900.999572754,899.988586426,898.969421387,898.09967041,897.116577148,896.382995605,895.523254395,894.467346191,893.484802246,892.411315918,891.347351074,890.173217773,889.058654785,887.955871582,887.045776367,886.046386719,885.030212402,884.044250488,882.955749512,881.988525391,881.119812012,956.141845703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","70","#97D938"
40.0,40.0,39.4048728943,38.7482910156,38.1663970947,37.4811553955,36.7164306641,36.0459899902,35.2411270142,34.7116165161,34.1320381165,33.5039901733,33.0783004761,32.6935806274,32.1929397583,31.7558231354,31.1531352997,30.4931240082,29.8867206573,29.1310634613,28.4421730042,27.7938423157,27.0976314545,26.5212192535,25.9659252167,25.3118267059,24.8324737549,24.3074092865,23.7969436646,23.182516098,22.7020587921,22.162733078,21.778553009,21.3251419067,20.8000602722,20.3992652893,19.81848526,19.1847572327,18.723367691,18.0559082031,17.4510478973,16.9928340912,16.2303409576,15.7133073807,15.3041992188,14.5955934525,14.1222820282,13.5694580078,12.9919109344,12.5268554688,11.9850578308,11.4233875275,11.0970134735,10.6001081467,9.83379554749,9.35116481781,8.74197387695,8.07063674927,7.330098629,6.55507993698,5.88443946838,5.43469810486,4.87287950516,4.21964216232,3.73997020721,2.85294294357,2.29317140579,1.57509851456,0.966657161713,1.05085277557,0.407752037048,-0.174206733704,-0.455383300781,-1.17877006531,-1.72548007965,-2.33472251892,-3.01916885376,-3.69613361359,-4.22354507446,-4.86744880676,-5.27609825134,-5.74478006363,-6.11674308777,-6.46133184433,-6.78742599487,-7.22029972076,-7.74069976807,-8.25255584717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lamppost2","89","#581845"
186.0,186.0,185.61390686,185.049591064,184.669113159,184.110031128,183.519973755,182.990768433,182.320541382,181.939056396,181.627502441,181.024902344,180.800094604,180.478759766,180.157333374,179.846481323,179.411010742,178.85118103,178.412322998,177.852844238,177.281814575,176.824264526,176.237045288,175.850616455,175.430389404,174.941925049,174.609222412,174.230682373,173.851013184,173.413253784,173.039855957,172.707290649,172.406829834,172.12612915,171.793380737,171.521179199,171.06729126,170.652236938,170.264328003,169.799972534,169.309188843,169.040634155,168.403869629,168.042373657,167.820556641,167.279174805,166.97416687,166.54296875,166.096008301,165.815261841,165.397155762,164.989242554,164.824905396,164.490692139,163.91545105,163.619384766,163.116439819,162.664840698,162.094436646,161.438140869,160.95602417,160.662979126,160.211380005,159.788864136,159.337860107,158.817443848,158.446029663,158.074493408,157.764785767,157.579971313,157.294677734,156.942153931,156.849014282,156.437866211,155.987335205,155.537139893,155.008148193,154.489456177,154.008728027,153.551956177,153.161758423,152.761184692,152.136703491,151.828475952,151.291641235,150.75970459,150.488800049,150.246856689,149.921417236,149.831436157,149.38041687,148.895599365,148.515014648,147.933303833,147.398147583,147.027175903,146.58366394,146.029571533,145.564865112,145.07723999,144.572280884,"tree5","102","#DAF7A6"
747.0,747.0,746.179748535,745.303527832,744.604187012,743.775085449,742.803039551,741.946350098,740.961975098,740.18548584,739.411254883,738.718139648,738.018920898,737.333374023,736.729858398,736.067504883,735.320251465,734.430603027,733.66229248,732.757263184,731.928039551,731.069946289,730.241882324,729.496704102,728.788696289,727.919250488,727.262695312,726.651000977,725.889709473,725.030334473,724.340820312,723.662536621,723.098693848,722.418823242,721.724487305,721.109680176,720.376159668,719.587585449,718.910400391,718.009033203,717.248413086,716.568359375,715.679382324,714.848327637,714.203308105,713.373901367,712.706359863,711.94921875,711.138916016,710.499328613,709.830688477,709.057983398,708.592407227,707.871765137,706.976013184,706.300292969,705.407348633,704.61907959,703.735412598,702.787780762,701.871887207,701.148376465,700.397216797,699.642211914,698.875305176,697.949279785,697.145751953,696.592102051,695.90625,695.356384277,694.752197266,694.005859375,693.570007324,692.808776855,692.015869141,691.202819824,690.306945801,689.487304688,688.675476074,687.817260742,687.027709961,686.270141602,685.379333496,684.659667969,683.775939941,682.88848877,682.257202148,681.712280273,680.952148438,680.453063965,679.760498047,678.834838867,678.161437988,677.185058594,676.376037598,675.630004883,674.774536133,673.853759766,673.038452148,672.076843262,671.465026855,"tree1","102","#40BF0C"
729.0,729.0,728.129333496,727.132324219,726.242126465,725.209899902,724.221191406,723.256713867,722.088500977,721.179077148,720.28112793,719.345153809,718.608825684,717.864318848,717.026000977,716.152893066,715.274230957,714.173950195,713.215209961,712.150634766,711.210449219,710.219116211,709.201049805,708.277954102,707.382751465,706.413818359,705.678771973,704.857666016,703.926513672,702.983215332,702.109863281,701.242797852,700.604064941,699.795593262,698.928161621,698.185058594,697.235351562,696.263427734,695.457641602,694.436828613,693.572387695,692.813842773,691.782226562,690.849914551,690.097290039,689.138122559,688.288391113,687.391357422,686.452880859,685.66394043,684.929382324,684.010803223,683.340270996,682.509277344,681.448486328,680.670471191,679.744628906,678.746826172,677.725097656,676.569213867,675.522766113,674.75982666,673.825683594,672.936340332,671.978637695,670.940612793,670.03326416,669.28125,668.449523926,667.861022949,667.088867188,666.237121582,665.726196289,664.85144043,664.131958008,663.26940918,662.229736328,661.247497559,660.267578125,659.23425293,658.326782227,657.500610352,656.46472168,655.684265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush2","85","#4E7F59"
898.0,898.0,897.106506348,895.829528809,895.127685547,893.910583496,892.721069336,891.684143066,890.396728516,889.474243164,888.470397949,887.36517334,886.300292969,885.663269043,884.678649902,883.50213623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","17","#97D938"
577.0,577.0,576.438598633,575.791870117,575.148742676,574.573120117,573.854431152,573.25793457,572.534118652,572.01763916,571.494262695,570.922363281,570.536437988,570.126403809,569.59552002,569.135314941,568.658935547,567.986328125,567.36895752,566.719116211,566.044433594,565.342590332,564.788818359,564.094543457,563.587585449,562.918762207,562.492004395,562.039001465,561.529724121,560.888366699,560.448913574,559.972290039,559.707519531,559.223449707,558.749023438,558.374694824,557.912109375,557.24798584,556.842834473,556.200744629,555.707763672,555.248413086,554.657775879,554.133239746,553.683776855,553.030883789,552.608154297,552.075195312,551.553405762,551.080688477,550.612609863,549.976501465,549.757263184,549.154296875,548.439331055,548.004516602,547.40802002,546.81463623,546.138549805,545.452087402,544.844482422,544.344055176,543.89239502,543.314208984,542.795959473,542.121276855,541.578430176,541.183959961,540.721618652,540.340454102,539.976135254,539.419311523,539.162536621,538.664001465,538.038818359,537.397033691,536.793029785,536.12878418,535.590026855,534.952026367,534.406188965,533.930603027,533.234619141,532.72467041,532.08770752,531.43145752,531.080078125,530.722961426,530.201843262,529.959960938,529.504516602,528.791015625,528.383117676,527.623474121,527.099365234,526.439880371,525.88873291,525.118591309,524.538574219,523.885437012,523.244873047,"tree2","102","#64BB0B"
405.0,405.0,404.505645752,403.757354736,403.405059814,402.738006592,401.95123291,401.29385376,400.659393311,400.094726562,399.526947021,398.904632568,398.431182861,398.080963135,397.627105713,397.046478271,396.553131104,395.868530273,395.224212646,394.673522949,393.996459961,393.305877686,392.672424316,392.086212158,391.641723633,391.054901123,390.632324219,390.140472412,389.639801025,389.025543213,388.558013916,388.014251709,387.692749023,387.186523438,386.793121338,386.386413574,385.827728271,385.215667725,384.745452881,384.05758667,383.519775391,383.109161377,382.25213623,381.340942383,381.105743408,380.76763916,380.434448242,379.986999512,379.131347656,378.710479736,378.453216553,377.945343018,377.618041992,377.127838135,376.518432617,376.050842285,375.499023438,374.799316406,374.111297607,373.296600342,372.697662354,372.252563477,371.788696289,371.106658936,370.594787598,369.879669189,369.322570801,368.919769287,368.385650635,368.170776367,367.836547852,367.298553467,367.051696777,366.485290527,365.901733398,365.289611816,364.560913086,363.913604736,363.296173096,362.717071533,362.191741943,361.785522461,360.989471436,360.417022705,359.848510742,359.224121094,358.923187256,358.445281982,357.817382812,357.533325195,357.041137695,356.345123291,355.808563232,354.918457031,354.267181396,353.983123779,353.307769775,352.766143799,352.05267334,351.49911499,350.983032227,"tree3","102","#1C511C"
999.0,999.0,998.02722168,997.035705566,996.096008301,995.06036377,993.934020996,992.930114746,991.768676758,990.835449219,989.893676758,988.870788574,988.009887695,987.192810059,986.326416016,985.511657715,998.149658203,942.198364258,941.239807129,940.131896973,939.116271973,938.079467773,937.033935547,936.06237793,935.136230469,934.101623535,933.276367188,932.433349609,931.485961914,930.565856934,929.692260742,928.766357422,928.090759277,927.218566895,926.327392578,925.603820801,924.663513184,923.663452148,922.810974121,921.723937988,920.794555664,919.928039551,918.796203613,917.845947266,917.088500977,916.038330078,915.209289551,914.309204102,913.331848145,912.461608887,911.607543945,910.682800293,910.002990723,909.122314453,908.08416748,907.182250977,906.145019531,905.155517578,904.055297852,902.93548584,901.881652832,901.049865723,900.093261719,899.111572266,898.173339844,897.103149414,896.23449707,895.38861084,990.379272461,1029.12109375,1028.32543945,1027.50683594,1026.98901367,1026.03320312,1025.06982422,1024.04760742,1023.02001953,1021.94287109,1020.76721191,1019.6784668,1018.54650879,1017.58990479,1016.58508301,1015.73028564,1014.6027832,1013.53814697,1012.71270752,1012.00653076,1010.93621826,1010.11938477,1008.96575928,1008.11602783,1006.98699951,1005.78582764,1004.59832764,1003.87994385,1002.63323975,1001.67596436,1000.71948242,999.428222656,998.520751953,"bush1","102","#97D938"
693.0,693.0,692.319702148,691.526123047,690.86529541,690.15838623,689.22845459,688.396179199,687.450317383,686.92388916,686.303039551,685.67199707,685.131286621,684.605834961,684.014526367,683.513061523,682.922668457,682.102600098,681.356323242,680.612304688,679.879150391,679.163818359,678.458679199,677.852966309,677.209472656,676.564025879,675.988586426,675.494873047,674.87310791,674.140563965,673.607116699,672.995422363,672.720397949,672.111206055,671.63848877,671.049621582,670.395141602,669.699035645,669.116943359,668.329589844,667.708129883,667.10168457,666.379272461,665.728881836,665.111816406,664.306396484,663.762756348,663.113769531,662.425415039,661.833557129,661.260070801,660.64654541,660.258483887,659.503051758,658.800842285,658.094116211,657.340698242,656.699829102,655.833068848,654.977783203,654.178039551,653.60144043,652.905212402,652.131225586,651.401428223,650.624572754,650.008666992,649.518554688,648.886230469,648.564331055,648.087463379,647.343261719,646.937438965,646.224914551,645.564025879,644.811889648,643.98828125,643.162841797,642.40423584,641.68963623,641.020385742,640.340637207,639.537780762,638.888244629,638.149658203,637.227172852,636.778503418,636.286499023,635.653442383,635.351501465,634.741149902,633.809387207,633.133911133,632.315124512,631.565002441,630.939086914,630.132141113,629.225830078,628.660949707,627.601623535,626.773498535,"tree1","102","#40BF0C"
497.0,497.0,496.521331787,495.95602417,495.453826904,494.878601074,494.225372314,493.698516846,492.944549561,492.445404053,492.011627197,491.379974365,491.058044434,490.756988525,490.30255127,489.913543701,489.439758301,488.842529297,488.325134277,487.678619385,487.048858643,486.491668701,485.870880127,485.313140869,484.867401123,484.236602783,483.822662354,483.363067627,482.928344727,482.398529053,481.967407227,481.333465576,481.058563232,480.666656494,480.105651855,479.675689697,479.116851807,478.464019775,477.984466553,477.203979492,476.713287354,476.335418701,475.652832031,475.1328125,474.781799316,474.033416748,473.600280762,473.084960938,472.466491699,472.013702393,471.575927734,471.005767822,470.679504395,470.128051758,469.388366699,468.989746094,468.36416626,467.722747803,467.010040283,466.212768555,465.545776367,465.133880615,464.533538818,464.045593262,463.545959473,462.906036377,462.407165527,461.962463379,461.340332031,461.220153809,460.780792236,460.224151611,459.921875,459.345397949,458.709655762,458.13104248,457.501373291,456.843261719,456.227142334,455.656311035,455.096984863,454.52923584,453.812255859,453.219268799,452.612304688,451.779449463,451.338165283,450.871673584,450.376373291,450.073150635,449.533538818,448.851104736,448.147644043,447.332061768,446.668060303,446.073822021,445.561950684,444.768005371,443.983947754,443.228668213,442.530975342,"tree2","102","#64BB0B"
667.0,667.0,666.158081055,665.192810059,664.40411377,663.549804688,662.567565918,661.651550293,660.572998047,659.739074707,658.975708008,658.15625,657.544555664,656.936523438,656.252929688,655.623413086,654.904174805,653.946044922,653.050476074,652.10357666,651.212585449,650.381713867,649.544067383,648.769592285,647.983276367,647.079284668,646.379699707,645.749389648,644.94720459,644.071105957,643.368164062,642.670959473,642.05090332,641.34765625,640.645690918,639.998718262,639.167724609,638.253234863,637.591430664,636.751647949,635.935668945,635.192626953,634.256591797,633.473266602,632.902893066,631.962402344,631.213867188,630.395874023,629.613342285,628.873779297,628.113464355,627.330078125,626.847717285,626.062011719,625.172424316,624.428833008,623.625671387,622.807189941,621.859375,620.854431152,619.915344238,619.155639648,618.391601562,617.611877441,616.815795898,615.871398926,615.09777832,614.408874512,613.74420166,613.190979004,612.553771973,611.815307617,611.245849609,610.428344727,609.605285645,608.834533691,607.917297363,607.006591797,606.11315918,605.19909668,604.354614258,603.654663086,602.72088623,601.933776855,601.003967285,600.081359863,599.506958008,598.880310059,598.106262207,597.637939453,596.864624023,595.926391602,595.157165527,594.210327148,593.315490723,592.622558594,591.76574707,590.726257324,589.924377441,588.95489502,588.086547852,"tree1","102","#40BF0C"
148.0,148.0,147.724349976,147.320419312,147.051986694,146.714050293,146.225540161,145.964569092,145.510009766,145.23008728,145.041763306,144.7940979,144.675933838,144.59979248,144.383728027,144.269058228,144.099334717,143.774429321,143.471450806,143.065444946,142.71685791,142.370666504,142.047744751,141.776443481,141.534347534,141.228775024,141.088729858,140.97845459,140.793609619,140.500320435,140.393310547,140.185379028,140.202545166,140.11265564,139.922210693,139.894332886,139.693405151,139.372573853,139.230773926,138.966766357,138.700241089,138.58013916,138.217575073,138.001861572,137.952682495,137.641372681,137.49899292,137.306106567,137.051467896,136.932983398,136.776397705,136.514724731,136.529907227,136.280349731,135.913864136,135.760757446,135.450912476,135.142944336,134.818847656,134.40737915,134.052230835,133.963485718,133.759490967,133.459472656,133.20413208,132.852294922,132.639404297,132.477783203,132.229614258,132.220703125,132.066009521,131.800750732,131.815093994,131.548919678,131.253417969,130.925354004,130.583892822,130.18536377,129.878936768,129.560546875,129.245819092,128.996536255,128.565673828,128.28503418,127.918128967,127.507286072,127.367080688,127.194709778,126.953620911,126.961997986,126.735824585,126.238677979,126.031051636,125.596664429,125.158706665,124.90688324,124.55834198,124.083709717,123.806243896,123.413078308,123.085571289,"tower","102","#B7B282"
913.0,913.0,912.033630371,910.963195801,910.033081055,909.008544922,907.854064941,906.814575195,905.624084473,904.703979492,903.70111084,902.701660156,901.829467773,900.996154785,900.063354492,899.219909668,871.31640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","18","#97D938"
205.0,205.0,204.628036499,204.035476685,203.617141724,203.084121704,202.480148315,202.01701355,201.321029663,200.958450317,200.612228394,200.038650513,199.790588379,199.530441284,199.180374146,198.887329102,198.448654175,197.862030029,197.391952515,196.846710205,196.304504395,195.84765625,195.284545898,194.881881714,194.439559937,193.980117798,193.667175293,193.273132324,192.924697876,192.402557373,192.069259644,191.712997437,191.514175415,191.198730469,190.834747314,190.599990845,190.17616272,189.672912598,189.319641113,188.853851318,188.39112854,188.091918945,187.544967651,187.173873901,186.945144653,186.427139282,186.098175049,185.748321533,185.2215271,184.899307251,184.512420654,184.033538818,183.961013794,183.574111938,183.035385132,182.746429443,182.265472412,181.848144531,181.222930908,180.633209229,180.072006226,179.835220337,179.410736084,178.992095947,178.533233643,177.929412842,177.607910156,177.263031006,176.949569702,176.766647339,176.474319458,176.113647461,176.048538208,175.664215088,175.185668945,174.771743774,174.194702148,173.75592041,173.229690552,172.771270752,172.339172363,171.975418091,171.343673706,171.004608154,170.433731079,169.951843262,169.716201782,169.444915771,169.115493774,168.989242554,168.648849487,168.030715942,167.72454834,167.086242676,166.590866089,166.166610718,165.707061768,165.076431274,164.708007812,164.139862061,163.657608032,"tree5","102","#DAF7A6"
1021.0,1021.0,1020.13702393,1019.10302734,1018.21984863,1017.24847412,1016.15228271,1015.23492432,1014.13122559,1013.26544189,1012.4239502,1011.48815918,1010.78875732,1010.03808594,1009.21679688,1008.46630859,1007.67407227,1006.62805176,1005.73278809,1004.69207764,1003.7322998,1002.76708984,1001.79943848,1000.90063477,999.983886719,999.015625,998.275024414,997.504272461,996.642028809,995.748535156,994.932922363,994.070007324,993.439697266,992.683532715,991.82421875,991.102539062,990.215881348,989.325073242,988.543579102,987.627075195,986.721496582,985.898193359,984.895446777,984.000671387,983.255004883,982.269104004,981.532897949,980.702758789,979.826843262,979.018310547,978.168884277,977.309509277,976.726989746,975.910400391,974.897583008,974.057983398,973.102294922,972.179504395,971.188598633,970.141479492,969.127441406,968.333374023,967.446350098,966.592834473,965.694030762,964.710754395,963.880065918,963.083557129,962.27722168,1001.32763672,1000.69116211,999.868896484,999.267089844,998.422546387,997.58001709,996.64654541,995.656677246,994.734313965,993.776977539,992.795410156,991.940795898,991.037475586,990.005859375,989.146362305,988.17578125,987.154785156,986.474121094,985.794494629,984.968933105,984.354370117,983.571594238,982.532958984,981.760864258,980.698059082,979.73034668,978.873657227,977.904296875,976.879150391,975.961791992,974.969543457,974.063476562,"bush1","102","#97D938"
655.0,655.0,654.407104492,653.37689209,652.307189941,652.030822754,650.11517334,649.177124023,649.109802246,648.626159668,647.853149414,647.167419434,646.460693359,645.950195312,645.397766113,644.97479248,644.276611328,643.436218262,642.501647949,641.449462891,640.937866211,640.332397461,639.607543945,638.75567627,638.041931152,637.370605469,636.653991699,636.14050293,635.325378418,634.915527344,634.083068848,633.526123047,633.160827637,632.649841309,631.809814453,631.352539062,630.066650391,629.601257324,629.29486084,628.554382324,627.659606934,626.984436035,626.067565918,625.309387207,624.972412109,624.166259766,623.630371094,622.959289551,622.378723145,621.768981934,621.058227539,620.331542969,619.533935547,618.965270996,618.094787598,617.452575684,616.925476074,616.086364746,615.342407227,614.434143066,613.880371094,613.270080566,612.372070312,611.594116211,610.85168457,610.091796875,609.630432129,609.044433594,608.274169922,608.135925293,607.843505859,606.767089844,606.174560547,605.533630371,604.789428711,604.008178711,603.200927734,602.447021484,601.745605469,600.856689453,600.157836914,599.495544434,598.67767334,598.006286621,597.153259277,596.189147949,595.802978516,595.16192627,594.569824219,594.148803711,593.660888672,592.987060547,592.219909668,591.194030762,590.15838623,589.415222168,589.072387695,588.080871582,587.199768066,586.260864258,585.669189453,"tree1","102","#40BF0C"
937.0,937.0,935.997802734,934.939208984,933.969604492,932.93157959,931.748962402,930.697814941,929.534606934,928.503662109,927.440307617,926.367553711,925.48223877,924.725769043,923.817810059,922.936157227,972.977966309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","18","#97D938"
1007.0,1007.0,1006.00817871,1005.0111084,1004.09362793,1003.06384277,1001.93707275,1000.94421387,999.793579102,998.84375,997.899414062,996.882141113,996.030883789,995.17364502,994.295166016,993.496765137,990.850952148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","18","#97D938"
1016.0,1016.0,1015.08422852,1014.07879639,1013.13092041,1012.11297607,1010.96557617,1009.97332764,1008.79351807,1007.82946777,1006.84570312,1005.83477783,1004.95123291,1004.09686279,1003.2130127,1002.36437988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","17","#97D938"
